"id","address","coordinates","phone","rating","restaurent","review_count","timestamp","zip_code"
"l-ELX4tgoaNucr33ZvdzbQ","[{""S"":""1053 Flushing Ave""},{""S"":""Brooklyn, NY 11237""}]","40.70427 , -73.9302","(718) 366-3138","4.5","El Santo Taqueria","67","03/03/2022, 22:37:38","11237"
"eyrc1L7VnWK0TcF9cheR4w","[{""S"":""77-05 37th Ave""},{""S"":""Ste A""},{""S"":""Jackson Heights, NY 11372""}]","40.7494447 , -73.8884602","(718) 672-1818","3.5","Okawa","166","03/03/2022, 22:37:15","11372"
"Ni4iZXOhy4XNd8n5a42xxQ","[{""S"":""30 Mall Dr W""},{""S"":""Jersey City, NJ 07310""}]","40.7269302408041 , -74.0380648125645","(201) 626-6269","3.5","Obox Sushi","7","03/03/2022, 22:37:20","07310"
"QLm3G-DUdvL_eu_y2ZXjAA","[{""S"":""448 Broad Ave""},{""S"":""Palisades Park, NJ 07650""}]","40.85113 , -73.99526","(201) 585-9600","4.0","Jakumsung","31","03/03/2022, 22:37:29","07650"
"0eLtFI6MeEYM2rlMtcjRaQ","[{""S"":""360 W 46th St""},{""S"":""New York, NY 10036""}]","40.76054 , -73.99018342883555","(646) 850-8032","4.0","IZAKAYA E.A.K. Hell's Kitchen","166","03/03/2022, 22:37:10","10036"
"V9jFJfuK3FzWCJGoY15EgQ","[{""S"":""606 8th Ave""},{""S"":""New York, NY 10018""}]","40.75543 , -73.99071","(212) 704-2106","4.0","Blue Maiz","270","03/03/2022, 22:37:33","10018"
"DF7PV0DE9z0LM4ae6XYeYg","[{""S"":""2 Gold St""},{""S"":""New York, NY 10038""}]","40.707555318913 , -74.006898168681","(212) 747-0797","3.5","Harry's Italian","605","03/03/2022, 22:37:02","10038"
"KSUtWeFngYHhNff9DfjVBQ","[{""S"":""52-27 69th St""},{""S"":""Maspeth, NY 11378""}]","40.73274 , -73.89556","(718) 424-1200","4.5","Forno Pizzeria E Trattoria","182","03/03/2022, 22:37:02","11378"
"puIJcBEaxcDgL6_WDZlq9w","[{""S"":""25 W 38th St""},{""S"":""New York, NY 10018""}]","40.751761 , -73.984092","(833) 436-3745","4.0","Paloma at The Hotel Hendricks","18","03/03/2022, 22:37:41","10018"
"7rxg-tWPc1jK7Cikn5R86g","[{""S"":""231 E 9th St""},{""S"":""New York, NY 10003""}]","40.729564 , -73.98786","(212) 777-7018","4.0","Hi-Collar","677","03/03/2022, 22:37:09","10003"
"E2zKMwHhz4--dyplQ7gf8A","[{""S"":""316 Columbus Ave""},{""S"":""Ste 1""},{""S"":""New York, NY 10023""}]","40.7792182266712 , -73.9775408059359","(212) 595-7996","3.5","Pappardella","648","03/03/2022, 22:36:57","10023"
"ePKsXWq7alN3Q1kQ6cKaUg","[{""S"":""1701 2nd Ave""},{""S"":""New York, NY 10128""}]","40.77935 , -73.95089","(212) 722-2188","4.0","The Red Grill","59","03/03/2022, 22:37:38","10128"
"ynIx549QFj29o84y1RSGyw","[{""S"":""61 Lexington Ave""},{""S"":""Unit B""},{""S"":""New York, NY 10010""}]","40.740829 , -73.983474","(917) 388-2479","4.0","Bao Bao Cafe","487","03/03/2022, 22:37:09","10010"
"NJGtDl4jqIaRz0qEnfUOOQ","[{""S"":""553 Wilson Ave""},{""S"":""Brooklyn, NY 11207""}]","40.691618 , -73.909248","(718) 919-3888","3.5","Beijing House","51","03/03/2022, 22:37:30","11207"
"vm4fi1M_fxqIdIkHAgtBaQ","[{""S"":""131 Avenue A""},{""S"":""Ground Fl""},{""S"":""New York, NY 10009""}]","40.72688 , -73.98311","(646) 370-1122","4.0","Thai Direct Bowls","54","03/03/2022, 22:37:24","10009"
"9yc2V6zNpLG58uPV_ykBog","[{""S"":""260 W 40th St""},{""S"":""New York, NY 10018""}]","40.75558 , -73.99012","(212) 255-6047","4.0","Boqueria West 40th St","531","03/03/2022, 22:36:38","10018"
"gxvwxZWWSKNFMsVr10YAQg","[{""S"":""137 1st Ave""},{""S"":""New York, NY 10003""}]","40.727959 , -73.985278","(212) 982-8882","3.5","Drunken Dumpling","424","03/03/2022, 22:37:22","10003"
"s25mujxKWphsyFm0Ji1xYA","[{""S"":""324 E 57th St""},{""S"":""New York, NY 10022""}]","40.7588502019644 , -73.9643376320601","(212) 751-9030","3.0","Mr Chow","395","03/03/2022, 22:37:22","10022"
"f8TZ_ctcSwxwW8S69YKnwg","[{""S"":""34-08 31st Ave""},{""S"":""Astoria, NY 11106""}]","40.76281 , -73.92089","(718) 626-0087","4.5","Il Bambino","1260","03/03/2022, 22:36:31","11106"
"bJwcf-h06wX6Yo3kVkajww","[{""S"":""400 Kent Ave""},{""S"":""Brooklyn, NY 11211""}]","40.710766325009 , -73.9692663444951","(718) 387-7000","3.5","Giando","229","03/03/2022, 22:37:06","11211"
"1qotQS-eDg6_TdBU0cQiPg","[{""S"":""119 Mott St""},{""S"":""New York, NY 10013""}]","40.7179220761959 , -73.9975306433213","(212) 226-8133","3.0","Vincent's Restaurant","260","03/03/2022, 22:37:07","10013"
"KhGbD1U51KKcl6frzNDa0A","[{""S"":""51 Lincoln Rd""},{""S"":""Brooklyn, NY 11225""}]","40.6609280639479 , -73.9614267185271","(917) 893-8733","3.5","Taqueria El Patron Mexican Grill","221","03/03/2022, 22:37:41","11225"
"gTEBtsTbny8FjSCrnPbHqw","[{""S"":""502 Washington St""},{""S"":""Hoboken, NJ 07030""}]","40.74241 , -74.02968","(201) 683-5593","3.5","Zero Otto Uno Cafe","219","03/03/2022, 22:37:05","07030"
"ZfuZ2byArGq-5j8zX8Afeg","[{""S"":""249 Broome St""},{""S"":""New York, NY 10002""}]","40.7178344726563 , -73.9899597167969","(212) 677-3158","4.0","Zest Sushi","884","03/03/2022, 22:36:39","10002"
"hDT_KAXQgHpchcwG5_gv0Q","[{""S"":""2897 Broadway""},{""S"":""New York, NY 10025""}]","40.8061199195632 , -73.9657058939338","(212) 222-0040","3.5","Wu & Nussbaum","67","03/03/2022, 22:37:27","10025"
"wOYqxqz5yhx3CrP2RsCXpw","[{""S"":""953 Bloomfield St""},{""S"":""Hoboken, NJ 07030""}]","40.74859 , -74.02822","(201) 222-8399","4.0","Anthony David's","791","03/03/2022, 22:36:58","07030"
"qBGKigOGn_flCx1apxPzlA","[{""S"":""196 Spring St""},{""S"":""New York City, NY 10012""}]","40.72506 , -74.00322","(646) 478-7488","4.5","Piccola Cucina Osteria","625","03/03/2022, 22:36:56","10012"
"Yv2W9NMGgLiFHjatC-oHag","[{""S"":""34-18 30th Ave""},{""S"":""Astoria, NY 11103""}]","40.7653 , -73.91856","(347) 808-9089","4.0","mochiron","110","03/03/2022, 22:37:13","11103"
"lwfrB59lvpkCBw2FZD3X6w","[{""S"":""864 10th Ave""},{""S"":""New York, NY 10019""}]","40.768818 , -73.988525","(212) 757-0580","4.5","Rex","585","03/03/2022, 22:36:33","10019"
"64yrGc7EDNd09ZmhUrizCw","[{""S"":""134 1/2 E 62nd St""},{""S"":""New York, NY 10065""}]","40.7638444066087 , -73.9665842526398","(212) 686-1444","4.0","Birch Coffee","254","03/03/2022, 22:36:40","10065"
"WYhRkUATHRyXZrE55MArbA","[{""S"":""165 Duane St""},{""S"":""New York, NY 10013""}]","40.7173964385114 , -74.0093277537459","(212) 528-0400","4.5","Scalini Fedeli","328","03/03/2022, 22:36:58","10013"
"B0qxEXABa8-t9sY4NQRRsQ","[{""S"":""1600 Amsterdam Ave""},{""S"":""New York, NY 10031""}]","40.821427 , -73.950638","(646) 692-6675","4.0","Fumo Pizza-Bar-Pasta","525","03/03/2022, 22:37:00","10031"
"OSqcNi7EZLAMtuiQjuoiLg","[{""S"":""1588 Amsterdam Ave""},{""S"":""New York, NY 10031""}]","40.8212837 , -73.9506657","(212) 283-7123","3.5","Grand Great Wall Restaurant","28","03/03/2022, 22:37:30","10031"
"7-aFmvscXWT223jlWrOkWg","[{""S"":""17 Orchard St""},{""S"":""New York, NY 10002""}]","40.71524 , -73.99183","(917) 409-5553","5.0","Mictlan Mexico","19","03/03/2022, 22:37:40","10002"
"StpOKezaW-AyN2xA1EJKvw","[{""S"":""236 W 52nd St""},{""S"":""New York, NY 10019""}]","40.7629499 , -73.98403","(212) 586-7714","4.0","Victor's Cafe","1536","03/03/2022, 22:36:30","10019"
"ytYVlCkrzcAxxUcbT4NTgA","[{""S"":""192 1st Ave""},{""S"":""New York, NY 10009""}]","40.72966 , -73.9834","(212) 477-0071","5.0","Juice Vitality","208","03/03/2022, 22:36:41","10009"
"eFS3e9ctodj4aBTzRv_vtQ","[{""S"":""219 E 44th St""},{""S"":""New York, NY 10017""}]","40.75183 , -73.97236","(212) 682-5678","4.0","Ben & Jack's Steakhouse","338","03/03/2022, 22:36:40","10017"
"xVduej7-JiPrZzsFXIkIDw","[{""S"":""742 Driggs Ave""},{""S"":""Brooklyn, NY 11211""}]","40.71261 , -73.96077","(929) 337-6352","5.0","Lazy Siu's","49","03/03/2022, 22:37:28","11211"
"NlgC8TjNuf8sy6qg2xpqsQ","[{""S"":""1557 2nd Ave""},{""S"":""New York, NY 10028""}]","40.77463 , -73.95447","(212) 772-9675","3.5","Yuka Japanese Restaurant","596","03/03/2022, 22:37:10","10028"
"_zGsfwGAY8ZTob_mIFAM-w","[{""S"":""63 W 37th St""},{""S"":""New York, NY 10018""}]","40.751649602388774 , -73.98585830122367","(646) 257-4251","4.0","Pokeworks","1749","03/03/2022, 22:36:29","10018"
"neneS3H11WQIHRYhvlcwVA","[{""S"":""502 55th St""},{""S"":""West New York, NJ 07093""}]","40.7857131958008 , -74.0188980102539","(201) 617-0180","3.0","El Tio Taco","31","03/03/2022, 22:37:44","07093"
"oLA02lMIfgvbYquvXzkARw","[{""S"":""249 W 49th St""},{""S"":""New York, NY 10019""}]","40.7614625 , -73.9860519","(212) 957-4530","4.0","Lillie's Victorian Establishment","1473","03/03/2022, 22:36:30","10019"
"bppjJw5J8Ht6WgGp1bzPtQ","[{""S"":""185 Hudson St""},{""S"":""Harborside Financial Plaza V""},{""S"":""Jersey City, NJ 07311""}]","40.7187593 , -74.0349084","(201) 434-3200","4.0","Porto Leggero","236","03/03/2022, 22:37:05","07311"
"ZUrGqOG2cetGI-KKXk3c2g","[{""S"":""30 West 46th St""},{""S"":""New York, NY 10036""}]","40.756473 , -73.980563","(212) 355-5540","4.0","Chazz Palminteri Italian Restaurant - New York","296","03/03/2022, 22:36:57","10036"
"cyOaoc0U6Trc0FZu6l14VQ","[{""S"":""45 E 20th St""},{""S"":""New York, NY 10003""}]","40.73871 , -73.98838","(917) 409-0546","4.0","Sarashina Horii","77","03/03/2022, 22:37:14","10003"
"BgZHn_QmfcIdA527VnN_qQ","[{""S"":""434 Lafayette St""},{""S"":""New York, NY 10003""}]","40.7297209600858 , -73.9902131916715","(929) 219-8526","4.5","Arepitas","8","03/03/2022, 22:37:44","10003"
"z5f--L8_vB_WvSaRca7LQQ","[{""S"":""22 E 21st St""},{""S"":""New York, NY 10017""}]","40.73945005575927 , -73.98913809999999","(929) 888-4929","5.0","Mala House","10","03/03/2022, 22:37:27","10017"
"NXg-oNpx0GYNiErdHb8L5A","[{""S"":""160 E 23rd St""},{""S"":""New York, NY 10010""}]","40.7388534 , -73.98367370212858","(646) 998-3313","4.5","Awesum Dimsum","281","03/03/2022, 22:36:40","10010"
"gCwbwgUkihSjK75EpzwWHQ","[{""S"":""111 Stanton St""},{""S"":""New York, NY 10002""}]","40.7210575087845 , -73.987348174211","(212) 253-7580","3.5","San Loco","283","03/03/2022, 22:37:37","10002"
"uPe0efNw-uwPybeqccZ1zQ","[{""S"":""142 W 44th St""},{""S"":""New York, NY 10036""}]","40.75662 , -73.9849","(212) 944-3643","4.0","Osteria Al Doge","476","03/03/2022, 22:36:56","10036"
"lBGWFNaQ5wIDCeVdRUX6sg","[{""S"":""3721 Junction Blvd""},{""S"":""New York, NY 11368""}]","40.7510147094727 , -73.8703994750977","(718) 898-8898","3.5","Sarku Japan Teriyaki & Sushi Express","27","03/03/2022, 22:37:19","11368"
"UFeM5FPHjl1y8RQ4tvBSog","[{""S"":""500 W 43rd St""},{""S"":""Ste 1""},{""S"":""New York, NY 10036""}]","40.7601737976074 , -73.9955139160156","(212) 695-6035","2.5","Happy Family Chinese Restaurant","99","03/03/2022, 22:37:27","10036"
"Dqp5Itsj9dN0Ewz8Gm853g","[{""S"":""355 W 16th St""},{""S"":""New York, NY 10011""}]","40.74213 , -74.0038","(212) 885-9400","3.5","Philippe Downtown","125","03/03/2022, 22:37:23","10011"
"GXLGoW56JMm1lQf6Lnc15w","[{""S"":""383 Flatbush Ave""},{""S"":""Brooklyn, NY 11238""}]","40.675963 , -73.9713823","(718) 398-3297","2.5","Yummy Thai","78","03/03/2022, 22:37:32","11238"
"rvoyaPumkhL5FA2zTqk13w","[{""S"":""17 Ann St""},{""S"":""New York, NY 10038""}]","40.71096 , -74.0077699","(212) 566-6886","4.0","Sandwich House","270","03/03/2022, 22:37:02","10038"
"hY80ALWhA_i1yqMA0L3ruA","[{""S"":""177 9th Ave""},{""S"":""New York, NY 10011""}]","40.7450569 , -74.0027927","(646) 255-9050","4.5","Mojo Omakase","87","03/03/2022, 22:37:12","10011"
"vbGqzhH_exG5HOG1I23kvg","[{""S"":""107-01 Corona Ave""},{""S"":""Corona, NY 11368""}]","40.743843 , -73.856118","(718) 271-9871","4.0","Park Side Restaurant","802","03/03/2022, 22:37:00","11368"
"BdR0C95rL1Ymy_IBb-tFpg","[{""S"":""1422 Bergen Blvd""},{""S"":""Fort Lee, NJ 07024""}]","40.8497963 , -73.9845642","(201) 585-5005","4.5","Enzo's Market","98","03/03/2022, 22:37:08","07024"
"Be1Y-vAEMgo7lqL5alXgDA","[{""S"":""175 Ludlow St""},{""S"":""New York, NY 10002""}]","40.72191 , -73.98768","(212) 477-0077","4.0","Taverna Di Bacco","305","03/03/2022, 22:36:58","10002"
"cQGW6BWU6lppWVSwlFBDgA","[{""S"":""837 Washington Ave""},{""S"":""Bronx, NY 10451""}]","40.8225131696248 , -73.9115964114002","(718) 676-9444","3.5","Cinco De Mayo","112","03/03/2022, 22:37:41","10451"
"2u8T56A4qu-MjeuT-v7s_g","[{""S"":""341 Broome St""},{""S"":""New York, NY 10013""}]","40.71958 , -73.99484","(212) 204-7502","4.5","Casa Bocado","92","03/03/2022, 22:37:36","10013"
"vpkTNjq9dRh9rT3Nh0pe-A","[{""S"":""68 Kenmare St""},{""S"":""New York, NY 10012""}]","40.7208883 , -73.9962404","(646) 895-9131","4.5","Nolita Pizza","123","03/03/2022, 22:37:00","10012"
"7sv83oAEkyXj9qqS9IOPvA","[{""S"":""306 Broad Ave""},{""S"":""Ste 1""},{""S"":""Palisades Park, NJ 07650""}]","40.84838 , -73.99713","(201) 944-8716","3.0","Eun Ha Soo Catering","37","03/03/2022, 22:37:20","07650"
"'-8nEZ20KDfr4PPH47MrAOA","[{""S"":""270 Lafayette St""},{""S"":""New York, NY 10012""}]","40.72396 , -73.99643","(212) 625-1717","4.5","La Colombe Coffee","682","03/03/2022, 22:36:41","10012"
"6AJwsgXr7YwsqneGVAdgzw","[{""S"":""32-02 Broadway""},{""S"":""Astoria, NY 11106""}]","40.7614214682633 , -73.9246649456171","(917) 745-0969","4.0","Las Catrinas Mexican Bar & Eatery","384","03/03/2022, 22:37:34","11106"
"IT8X2pHUih-pBMzMN9n7Rw","[{""S"":""262 Cypress Ave""},{""S"":""Bronx, NY 10454""}]","40.805913 , -73.913984","(718) 292-8888","3.0","Master Grill","23","03/03/2022, 22:37:19","10454"
"UNyGz06_7RendbswIyNYtA","[{""S"":""465 6th Ave""},{""S"":""New York, NY 10011""}]","40.73558 , -73.99843","(212) 428-8800","3.5","Shu Han Ju","185","03/03/2022, 22:37:23","10011"
"rA4CDLdNtwnszjGT_KWzPQ","[{""S"":""403 W 51st St""},{""S"":""New York, NY 10019""}]","40.764375 , -73.988804","(212) 256-0207","4.0","Kahve","552","03/03/2022, 22:36:40","10019"
"JAWWRCjAjAIKOflewu2gFA","[{""S"":""136 Alexander Ave""},{""S"":""New York, NY 10454""}]","40.807312 , -73.926788","(718) 942-5575","4.0","Monte's Brick Oven","164","03/03/2022, 22:37:05","10454"
"sGqKDtizXj3tg9jnAc9FeQ","[{""S"":""772 9th Ave""},{""S"":""New York, NY 10019""}]","40.764345 , -73.98798","(212) 757-9393","4.5","K Rico Steakhouse","656","03/03/2022, 22:36:31","10019"
"3fBiB3slTfBpmf39vD7sJw","[{""S"":""4028 Broadway""},{""S"":""New York, NY 10032""}]","40.841846 , -73.938944","(212) 795-0556","3.5","Jade Garden","101","03/03/2022, 22:37:27","10032"
"9i_HCwucmCSLFOw53BeXpw","[{""S"":""599 6th Ave""},{""S"":""New York, NY 10011""}]","40.73959 , -73.99556","(646) 678-4053","4.0","Guac Time","18","03/03/2022, 22:37:44","10011"
"ckDKWs7pyXpRYi06sVedrA","[{""S"":""50-19 Skillman Ave""},{""S"":""Woodside, NY 11377""}]","40.7461895 , -73.9136856","(718) 205-2088","4.0","TJ Asian Bistro","458","03/03/2022, 22:37:10","11377"
"_kARxrcTt5HjXQIEalDGWg","[{""S"":""2245 Broadway""},{""S"":""New York, NY 10024""}]","40.784817 , -73.979712","(212) 787-2000","4.0","Zabar's","1072","03/03/2022, 22:36:35","10024"
"KxyH5zvTyXawl17lHjA4SQ","[{""S"":""134 West 37th St""},{""S"":""New York, NY 10018""}]","40.75247 , -73.98845","(212) 564-0869","4.5","Beyond Sushi","601","03/03/2022, 22:36:31","10018"
"fxR-FgY70-DGrZ23QEjlXg","[{""S"":""600 11th Ave""},{""S"":""New York, NY 10036""}]","40.76234 , -73.99695","(212) 582-7940","2.5","Sushi on Jones","17","03/03/2022, 22:37:19","10036"
"zxdsVR_hHUzhBFfus4yd7A","[{""S"":""675 Hudson St""},{""S"":""New York, NY 10014""}]","40.7404330511257 , -74.0054753422738","(212) 699-2400","3.0","Dos Caminos","1103","03/03/2022, 22:37:35","10014"
"BCGZ-0WSLEuLviYJuUXWjg","[{""S"":""26 W 47th St""},{""S"":""Lower Level""},{""S"":""New York, NY 10036""}]","40.7567771106107 , -73.9791343733668","(212) 221-7480","4.0","Sushi Fussion 47th NYC","14","03/03/2022, 22:37:18","10036"
"cmUAEag_wLyh8LsHWJTpvQ","[{""S"":""320 Park Ave""},{""S"":""Frnt 5A""},{""S"":""New York, NY 10022""}]","40.7576 , -73.97399","(212) 754-3098","2.5","Chipotle Mexican Grill","67","03/03/2022, 22:37:41","10022"
"nhez4xxvwwYIQEN2Vrj9mQ","[{""S"":""150 Ainslie St""},{""S"":""Brooklyn, NY 11211""}]","40.712527 , -73.9487788","","4.0","YUJI Ramen","132","03/03/2022, 22:37:13","11211"
"M2bvOwAbCjLUvMbAF6h3-w","[{""S"":""622 Manhattan Ave""},{""S"":""Brooklyn, NY 11222""}]","40.723678 , -73.950462","(718) 389-9697","4.0","Sapporo Ichiban","269","03/03/2022, 22:37:12","11222"
"gISGVDOtqHhrZ9R1upgYtA","[{""S"":""402 W 44th St""},{""S"":""New York, NY 10036""}]","40.759787335338714 , -73.9920779","(646) 669-9999","4.5","Ari Sushi","31","03/03/2022, 22:37:13","10036"
"ZYWwYSXWyDlVYIjPgXmIQA","[{""S"":""32-10 36th Ave""},{""S"":""Astoria, NY 11106""}]","40.7560263 , -73.9285962","(718) 729-1188","3.5","East Garden","55","03/03/2022, 22:37:27","11106"
"wRHUJ69-f4CiV5BRY72mUg","[{""S"":""750 9th Ave""},{""S"":""New York, NY 10019""}]","40.763702 , -73.988386","(212) 464-7428","4.5","Aqua Boil","482","03/03/2022, 22:36:31","10019"
"8Ef9eUwj4fO3uyY1dgEHsg","[{""S"":""2038 Amsterdam Ave""},{""S"":""New York, NY 10032""}]","40.835598 , -73.940437","(212) 543-0391","3.5","Splendid China","35","03/03/2022, 22:37:31","10032"
"1AL6P_EC6Z3UPxqhfGFb3Q","[{""S"":""180 7th Ave""},{""S"":""New York, NY 10011""}]","40.7427486 , -73.9969892","","4.5","Pasta by Hudson","70","03/03/2022, 22:37:01","10011"
"2eR8ftw-GiTEwg3Y7Rm-MA","[{""S"":""179 2nd Ave""},{""S"":""New York, NY 10003""}]","40.7305254 , -73.986285","(212) 533-2007","3.5","Mimi Cheng's Dumplings","689","03/03/2022, 22:37:21","10003"
"i9W3EVA6FjB6lWWSEmhndA","[{""S"":""240 E 9th St""},{""S"":""New York, NY 10003""}]","40.729299 , -73.9878008","(212) 979-2733","4.0","Sake Bar Decibel","1012","03/03/2022, 22:37:09","10003"
"ZlwjT-jygnYqM5qDE0CuLQ","[{""S"":""323 Greenwich St""},{""S"":""New York, NY 10013""}]","40.71726 , -74.01055","(212) 431-1112","3.5","Gigino Trattoria","258","03/03/2022, 22:37:04","10013"
"NCnOkzbyfzDltnBnJySfzw","[{""S"":""57 Nassau Ave""},{""S"":""Brooklyn, NY 11222""}]","40.723548 , -73.952194","(917) 909-1568","4.5","Amami Bar and Restaurant","196","03/03/2022, 22:37:11","11222"
"MGBFibk55nVIGsIV5zZtkw","[{""S"":""123 E 41st St""},{""S"":""New York, NY 10168""}]","40.7509380299598 , -73.9767879766344","(212) 557-4992","4.0","Previti Pizza","426","03/03/2022, 22:36:41","10168"
"'-VvrQWfbkQWeuGC4L0KcfQ","[{""S"":""53 Great Jones St""},{""S"":""New York, NY 10012""}]","40.7264539 , -73.992549","(212) 837-2622","3.5","Il Buco Alimentari & Vineria","560","03/03/2022, 22:37:00","10012"
"fWX7sIzv_WTgZXdSwxYBPg","[{""S"":""888 6th Ave""},{""S"":""888 Avenue of the Americas""},{""S"":""New York, NY 10001""}]","40.748187 , -73.988737","(212) 951-7357","4.0","Yong Kang Street","137","03/03/2022, 22:37:22","10001"
"2SMaAUcbNjW7vSwdg38P2Q","[{""S"":""136 W 28th St""},{""S"":""New York, NY 10001""}]","40.74661 , -73.9921","(646) 638-0888","3.5","Ajisen Ramen","438","03/03/2022, 22:37:11","10001"
"i5cdbiw1KRyg4w0X44ZBwA","[{""S"":""1295 3rd Ave""},{""S"":""New York, NY 10021""}]","40.771125 , -73.959251","(212) 535-9600","3.5","Mezzaluna","158","03/03/2022, 22:37:02","10021"
"Lw58gDv9ipwtOcg2EIJp3w","[{""S"":""33-02 35th Ave""},{""S"":""Astoria, NY 11106""}]","40.75718 , -73.92686","(718) 472-1146","4.0","Napoli Pizza & Pasta","328","03/03/2022, 22:36:59","11106"
"gXnC_aZR09BvqEQKGKFjBg","[{""S"":""5W 32nd St""},{""S"":""New York, NY 10001""}]","40.747509 , -73.986079","(212) 967-1900","4.0","BCD Tofu House","2189","03/03/2022, 22:36:29","10001"
"pC_QwLpeL2Enk4hBgDcRqQ","[{""S"":""220 W 49th St""},{""S"":""New York, NY 10019""}]","40.76102 , -73.98526","(212) 541-6601","4.0","Da Marino","569","03/03/2022, 22:36:57","10019"
"wPL0epJzosoFRYox1a5lvA","[{""S"":""4247 Broadway""},{""S"":""New York, NY 10033""}]","40.8498685 , -73.9362273","(212) 928-5454","4.0","New Golden Star","109","03/03/2022, 22:37:27","10033"
"Pda9zJfg0pRABp9krlJh3Q","[{""S"":""43RD And 6th Ave""},{""S"":""New York, NY 10036""}]","40.7555250546562 , -73.9836306448101","","4.0","El Rey Del Sabor","30","03/03/2022, 22:37:39","10036"
"qf3H--hFVPt5GPpHpMoX6Q","[{""S"":""41-02 Greenpoint Ave""},{""S"":""Queens, NY 11104""}]","40.739953948832614 , -73.92382152378559","(347) 531-0257","4.0","Finest Sushi","11","03/03/2022, 22:37:18","11104"
"KfaG5PoTEPpbODHBta9irw","[{""S"":""35 W 35th St""},{""S"":""New York, NY 10001""}]","40.7500210514402 , -73.98567499537309","(212) 441-0100","4.0","Hakata Tonton","1014","03/03/2022, 22:37:14","10001"
"vVVmHacu2YAxKfpIjhfd1g","[{""S"":""438 3rd Ave""},{""S"":""New York, NY 10016""}]","40.743553 , -73.980026","(212) 889-0600","4.5","Norma","504","03/03/2022, 22:36:33","10016"
"hVqZ4vihjL1gFTD-KdX-Tw","[{""S"":""665 Amsterdam Ave""},{""S"":""New York, NY 10025""}]","40.79178 , -73.9718","(212) 665-5348","4.0","Gennaro","405","03/03/2022, 22:36:59","10025"
"3DmJv5rHFNyQykaUiXBOvA","[{""S"":""992 Manhattan Ave""},{""S"":""Brooklyn, NY 11222""}]","40.7329099 , -73.95455","(718) 971-1897","3.5","Hop Lee Kitchen","44","03/03/2022, 22:37:27","11222"
"oNYP0AFOSw_oZEHkF_f0kQ","[{""S"":""520 24th St""},{""S"":""Union City, NJ 07087""}]","40.7681059022073 , -74.033584","(201) 766-9090","4.0","Cemitas Puebla","182","03/03/2022, 22:37:36","07087"
"lxPVSGnZ7YTiO5OGrqBS8Q","[{""S"":""148 Bedford Ave""},{""S"":""Brooklyn, NY 11211""}]","40.7189 , -73.956843","(718) 782-7078","4.0","Vinnie's Pizzeria","709","03/03/2022, 22:36:56","11211"
"2YkqGzOldh-gcSSFkvP44Q","[{""S"":""120 Macdougal St""},{""S"":""New York, NY 10012""}]","40.72986 , -74.00049","(212) 777-5750","4.0","MIGHTY Bowl","249","03/03/2022, 22:37:12","10012"
"0uk7ctUq9ppLLaAt1ZZK5A","[{""S"":""595 River Rd""},{""S"":""Mitsuwa Marketplace""},{""S"":""Edgewater, NJ 07020""}]","40.816245803491384 , -73.98001054243791","(201) 840-4050","3.5","KAI Sweets Cafe","92","03/03/2022, 22:37:15","07020"
"AlI7c_m9flexz49nzgam2g","[{""S"":""217 E Broadway""},{""S"":""New York, NY 10002""}]","40.714058 , -73.987381","(212) 673-7260","5.0","Bo Hai Dumpling Town","9","03/03/2022, 22:37:27","10002"
"xrTwutv3Y5I4lySFOaKa2A","[{""S"":""474 9th Ave""},{""S"":""New York, NY 10018""}]","40.754825 , -73.994862","(332) 205-3568","4.0","Longo Bros","45","03/03/2022, 22:37:06","10018"
"3Qpi419I29t3sCHMzC_h-g","[{""S"":""1502 1st Ave""},{""S"":""New York, NY 10075""}]","40.7718201 , -73.9526672","(212) 988-2268","3.5","Harvest Chinese & Thai Cuisine","102","03/03/2022, 22:37:23","10075"
"ibiATQS8ZsG4XlKSmenB3g","[{""S"":""185 Montague St""},{""S"":""Brooklyn, NY 11201""}]","40.6942678 , -73.9918967","(718) 243-9109","3.5","Chipotle Mexican Grill","200","03/03/2022, 22:37:39","11201"
"JZ06I46tmJlvYA_NZ7zyxw","[{""S"":""200 W 39th St""},{""S"":""Fl 30""},{""S"":""New York, NY 10018""}]","40.754295 , -73.989","(212) 257-4577","4.0","The Skylark","591","03/03/2022, 22:36:37","10018"
"yGQT6OZ-nNIhTKj32wRlmA","[{""S"":""455 Myrtle Ave""},{""S"":""Clinton Hill, NY 11205""}]","40.693499 , -73.967389","(718) 935-9331","4.0","Bar Bolinas","130","03/03/2022, 22:37:37","11205"
"5LO5C4doYF_UP2OB29zYMg","[{""S"":""230 W 4th St""},{""S"":""New York, NY 10014""}]","40.7341219 , -74.0030294","(212) 380-1089","3.5","Empellón Taqueria","726","03/03/2022, 22:37:34","10014"
"Q0SZ32fKVWA02NX8Wdql7w","[{""S"":""205 Thompson St""},{""S"":""New York, NY 10012""}]","40.72876 , -73.9995","(212) 420-0600","4.5","Kuxé","87","03/03/2022, 22:37:36","10012"
"cevkTGf4vX_IBU_bGlz9ww","[{""S"":""205 Hudson St""},{""S"":""Hoboken, NJ 07030""}]","40.738641 , -74.0292022","(201) 222-2800","3.5","Ubu","105","03/03/2022, 22:37:16","07030"
